Name,Proper Name,MasTrack Name,Branch,Hospital System,Hospital System Proper,Address,Latitude,Longitude,Item Type,Path
ST FRANCIS HOSP AND MED CTR - WRIGHT/TORNIER,St Francis Hospital And Med Center,St Francis Hospital And Med Center,Hartford Hub,ST FRANCIS HOSP AND MED CTR,St Francis Hosp And Med Center,"114 Woodland St, Hartford, CT 06105",42.1248082,-72.6987138,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST FRANCIS HOSP AND MED CTR-1,St Francis Hospital And Med Center 1,St Francis Hospital And Med Center 1,ANC East Hartford (F01),ST FRANCIS HOSP AND MED CTR,St Francis Hospital And Med Center,"675 Tower Ave, Hartford, CT 06112",42.1248082,-72.6937813,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST FRANCIS HOSP AND MED CTR-2,St Francis Hospital And Med Center 1,St Francis Hospital And Med Center 1,ANC East Hartford (F01),ST FRANCIS HOSP AND MED CTR,St Francis Hospital And Med Center,"675 Tower Ave, Hartford, CT 06112",42.1248082,-72.6937813,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST JOHNS RIVERSIDE HOSP INC - WRIGHT/TORNIER,St Johns Riverside Hospital Inc,,Hartford Hub,ST JOHNS RIVERSIDE HOSP INC,St Johns Riverside Hosp Inc,"967 N Broadway, Yonkers, NY 10701",42.1248082,-73.8864694,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST JOSEPH HOSP (SYRACUSE) - WRIGHT/TORNIER - HHAR,St Joseph Hospital (Syracuse),,Hartford Hub,ST JOSEPH,St Joseph,"301 Prospect Ave, Syracuse, NY 13203",42.1248082,-76.149477,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST JOSEPH LONDON - WRIGHT/TORNIER,St Joseph London,St Joseph London,Hartford Hub,ST JOSEPH,St Joseph,"190 London Shopping Center, London, KY 40741",42.1248082,-84.08855,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST LOUIS SPINE AND ORTHOPAEDIC CTR - WRIGHT/TORNIER,St Louis Spine And Orthopaedic Center,,Hartford Hub,ST LOUIS SPINE AND ORTHOPAEDIC CTR,St Louis Spine And Orthopaedic Center,"1130 Town and Country Commons Drive, Town and Country, MO 63017",42.1248082,-90.5175898,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST LUKES CORNWALL HOSP - WRIGHT/TORNIER,St Lukes Cornwall Hospital,,Hartford Hub,ST LUKES CORNWALL HOSP,St Lukes Cornwall Hospital,"70 Dubois St, Newburgh, NY 12550",42.1248082,-74.0144017,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST LUKES HLTH ST LUKES CAMPUS - WRIGHT/TORNIER - HHAR,St Lukes Hlth St Lukes Campus,,Hartford Hub,ST LUKES CORNWALL HOSP,St Lukes Cornwall Hosp,"1656 Champlin Ave, Utica, NY 13502",42.1248082,-75.2761607,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST MARYS HLTHCR - WRIGHT/TORNIER,St Marys Hospital,,Hartford Hub,ST MARYS HLTHCR,St Marys Healthcare,"427 Guy Park Ave, Amsterdam, NY 12010",42.1248082,-74.2166486,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST MARYS HOSP - WRIGHT/TORNIER,St Marys Hospital Anc,St Marys Hospital Anc,Hartford Hub,ST MARYS HOSP,St Marys Hospital,"99 Union St, Waterbury, CT 06706",42.1248082,-73.0367154,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST MARYS HOSP (AMSTERDAM) - WRIGHT/TORNIER - HHAR,St Marys Hospital,St Marys Hospital,Hartford Hub,NEW HOSPITAL,St Marys Healthcare,"427 Guy Park Ave, Amsterdam, NY 12010",42.1248082,-74.2166486,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST MARYS HOSP ANC,St Marys Hospital Anc,St Marys Hospital Anc,ANC East Hartford (F01),ST MARYS HOSP,St Marys Hospital,"99 Union St, Waterbury, CT 06706",42.1248082,-73.0367154,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST MARYS HOSP TROY,St Marys Hospital Troy,,ANC East Hartford (F01),ST MARYS HOSP TROY,St Marys Hospital Troy,"55 Mohawk Ave, Latham, NY 12110",42.1248082,-73.7488659,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST MARYS HOSP-1,St Marys Naugatuck Valley Surgical,St Marys Naugatuck Valley Surgical,ANC East Hartford (F01),ST MARYS HOSP,St Marys Hospital,"160 Robbins St, Waterbury, CT 06708",42.1248082,-73.062254,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST MARYS NAUGATUCK VALLEY SURGICAL,St Marys Naugatuck Valley Surgical,St Marys Naugatuck Valley Surgical,ANC East Hartford (F01),ST MARYS HOSP,St Marys Hospital,"160 Robbins St, Waterbury, CT 06708",42.1248082,-73.062254,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST PETERS HOSP - WRIGHT/TORNIER,St Peters Hospital,,Hartford Hub,ST PETERS HOSP,St Peters Hosp,"315 S Manning Blvd, Albany, NY 12208",42.1248082,-73.8034597,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST VINCENTS HOSP - WRIGHT/TORNIER,St Vincents Hospital,St Vincents Hospital,Hartford Hub,ST VINCENTS HOSP,St Vincents Hosp,"2800 Main St, Bridgeport, CT 06606",42.1248082,-73.2023294,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST VINCENTS HOSP ANC,St Vincents Hospital,St Vincents Hospital,ANC East Hartford (F01),ST VINCENTS HOSP,St Vincents Hosp,"2800 Main St, Bridgeport, CT 06606",42.1248082,-73.2023294,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST VINCENTS HOSP-1,St Vincents Hospital,St Vincents Hospital,ANC East Hartford (F01),ST VINCENTS HOSP,St Vincents Hosp,"2800 Main St, Bridgeport, CT 06606",42.1248082,-73.2023294,Item,sites/AnalyticsTeam/Lists/CT Destinations
ST VINCENTS HOSP-2,St Vincents Hospital-2,St Vincents Hospital-2,ANC East Hartford (F01),ST VINCENTS HOSP,St Vincents Hosp,"199 Cherry St, Milford, CT 06460",42.1248082,-73.0480306,Item,sites/AnalyticsTeam/Lists/CT Destinations
STAMFORD ASC LLC - WRIGHT/TORNIER,Stamford Asc Llc,Stamford Asc Llc,Hartford Hub,STAMFORD ASC LLC,Stamford Asc Llc,"200 Stamford Pl, Stamford, CT 06902",42.1248082,-73.5257994,Item,sites/AnalyticsTeam/Lists/CT Destinations
STAMFORD HOSP - WRIGHT/TORNIER,Stamford Hospital,Stamford Hospital,Hartford Hub,STAMFORD HOSP,Stamford Hosp,"1 Hospital Plaza, Stamford, CT 06902",42.1248082,-73.5509749,Item,sites/AnalyticsTeam/Lists/CT Destinations
STRONG MEM HOSP - WRIGHT/TORNIER - HHAR,Strong Mem Hospital,Strong Mem Hospital,Hartford Hub,NEW HOSPITAL,New Hospital,"601 Elmwood Ave, Rochester, NY 14642",42.1248082,-77.6256447,Item,sites/AnalyticsTeam/Lists/CT Destinations
STRONG MEM HOSP AOC - WRIGHT/TORNIER,Strong Mem Hospital,Strong Mem Hospital,Hartford Hub,STRONG MEM HOSP,Strong Mem Hosp,"575 Elmwood Ave, Rochester, NY 14620",42.1248082,-77.6238783,Item,sites/AnalyticsTeam/Lists/CT Destinations
STURDY MEMORIAL HOSP (Hartord) - WRIGHT/TORNIER,Sturdy Memorial Hospital (Hartord),Sturdy Memorial Hospital (Hartord),Hartford Hub,STURDY MEMORIAL HOSP,Sturdy Memorial Hosp,"211 Park St, Attleboro, MA 02703",42.1248082,-71.2756864,Item,sites/AnalyticsTeam/Lists/CT Destinations
SUMMER STREET ASC LLC DBA SPECIALTY,Summer Street Asc Llc Dba Specialty,Summer Street Asc Llc Dba Specialty,ANC East Hartford (F01),SUMMER STREET ASC LLC DBA SPECIALTY,Summer Street Asc Llc Dba Specialty,"1281 E Main St, Stamford, CT 06902",42.1248082,-73.5084731,Item,sites/AnalyticsTeam/Lists/CT Destinations
SURG CTR OF FAIRFIELD COUNTY LLC,Surg Center Of Fairfield County Llc,Surg Center Of Fairfield County Llc,ANC East Hartford (F01),SURG CTR OF FAIRFIELD COUNTY LLC,Surg Center Of Fairfield County Llc,"112 Quarry Rd, Trumbull, CT 06611",42.1248082,-73.1842364,Item,sites/AnalyticsTeam/Lists/CT Destinations
SURGERY CENTER OF FAIRFIELD COUNTY-WRIGHT/TORNIER HHAR,Surgery Center Of Fairfield County-Wright/Tornier Hhar,,Hartford Hub,SURG CTR OF FAIRFIELD COUNTY LLC,Surg Center Of Fairfield County Llc,"112 Quarry Rd, STE 300, Trumbull, CT 06611",42.1248082,-73.1842364,Item,sites/AnalyticsTeam/Lists/CT Destinations
SURGICAL CTR OF CONNECTICUT,Surgical Center Of Connecticut,Surgical Center Of Connecticut,ANC East Hartford (F01),SURGICAL CTR OF CONNECTICUT,Surgical Center Of Connecticut,"4920 Main St, Bridgeport, CT 06606",42.1248082,-73.2183364,Item,sites/AnalyticsTeam/Lists/CT Destinations
TEMPLE SURGICAL,Temple Surgical,Temple Surgical,ANC East Hartford (F01),TEMPLE SURGICAL,Temple Surgical,"60 Temple St, New Haven, CT 06510",42.1248082,-72.9288407,Item,sites/AnalyticsTeam/Lists/CT Destinations
THE HOSP OF CENTRAL CONNECTICUT,The Hospital Of Central Connecticut,The Hospital Of Central Connecticut,ANC East Hartford (F01),THE HOSP OF CENTRAL CONNECTICUT,The Hosp Of Central Connecticut,"81 Meriden Ave, Southington, CT 06489",42.1248082,-72.875883,Item,sites/AnalyticsTeam/Lists/CT Destinations
U CONN HEALTH CTR,U Conn Health Center,U Conn Health Center,ANC East Hartford (F01),U CONN HEALTH CTR,U Conn Health Center,"263 Farmington Ave, Farmington, CT 06032",42.1248082,-72.7913062,Item,sites/AnalyticsTeam/Lists/CT Destinations
U CONN HEALTH CTR - WRIGHT/TORNIER,U Conn Health Center,U Conn Health Center,Hartford Hub,U CONN HEALTH CTR,U Conn Health Center,"263 Farmington Ave, Farmington, CT 06032",42.1248082,-72.7913062,Item,sites/AnalyticsTeam/Lists/CT Destinations
UNITED HLTH SVC BINGHAMTON GENERA - WRIGHT/TORNIER - HHAR,United Hlth Svc Binghamton Genera,United Hlth Svc Binghamton Genera,Hartford Hub,NEW HOSPITAL,New Hospital,"10 Mitchell Ave, Binghamton, NY 13903",42.1248082,-75.9142007,Item,sites/AnalyticsTeam/Lists/CT Destinations
UNITY HOSP - WRIGHT/TORNIER - HHAR,Unity Hospital,Unity Hospital,Hartford Hub,NEW HOSPITAL,New Hospital,"1555 Long Pond Rd, Rochester, NY 14626",42.1248082,-77.7051063,Item,sites/AnalyticsTeam/Lists/CT Destinations
UNIV HOSP @ COMM GEN - WRIGHT/TORNIER - HHAR,Community Gen Hospital,Community Gen Hospital,Hartford Hub,STATE UNIV  OF N Y,Community Gen Hospital,"4900 Broad Rd, Syracuse, NY 13215",42.1248082,-76.1680308,Item,sites/AnalyticsTeam/Lists/CT Destinations
UNIV OF VERMONT MED CTR - WRIGHT/TORNIER,Univ Of Vermont Med Center,Univ Of Vermont Med Cente,Hartford Hub,UNIV OF VERMONT MED CTR,Univ Of Vermont Med Center,"111 Colchester Ave, Burlington, VT 05401",42.1248082,-73.1945849,Item,sites/AnalyticsTeam/Lists/CT Destinations
UNIV ORTHO EAST BAY SURG CTR - HHAR,Univ Ortho East Bay Surg Center,,Hartford Hub,UNIV ORTHOPEDICS EAST BAY SURG CTR,Univ Orthopedics East Bay Surg Center,"1 Kettle Point Ave, East Providence, RI 02914",42.1248082,-71.3744064,Item,sites/AnalyticsTeam/Lists/CT Destinations
UPSTATE BONE AND JOINT - WRIGHT/TORNIER,Upstate Bone And Joint,,Hartford Hub,NEW HOSPITAL,New Hospital,"6620 Fly Rd, STE 300, East Syracuse, NY 13057",42.1248082,-76.0555521,Item,sites/AnalyticsTeam/Lists/CT Destinations
UPSTATE MED UNIV - WRIGHT/TORNIER,Upstate Med Univ,Upstate Med Univ,Hartford Hub,NEW HOSPITAL,New Hospital,"117 Monroe St, Syracuse, NY 13210",42.1248082,-76.1417077,Item,sites/AnalyticsTeam/Lists/CT Destinations
UPSTATE UNIVERSITY HOSPITAL - WRIGHT/TORNIER,Upstate University Hospital,Upstate University Hospital,Hartford Hub,STATE UNIV  OF N Y,State Univ  Of N Y,"750 E Adams St, Syracuse, NY 13210",42.1248082,-76.1398641,Item,sites/AnalyticsTeam/Lists/CT Destinations
VA MED CTR ALBANY NY,Va Med Center Albany Ny,Va Med Center Albany Ny,ANC East Hartford (F01),VA MED CTR,Va Med Center,"113 Holland Ave, Albany, NY 12208",42.1248082,-73.7719718,Item,sites/AnalyticsTeam/Lists/CT Destinations
VA MED CTR PROV  RI - WRIGHT/TORNIER,Va Med Center Prov  Ri,Va Med Center Prov Ri,Hartford Hub,VA MED CTR,Va Med Center,"830 Chalkstone Ave, Providence, RI 02908",42.1248082,-71.4332759,Item,sites/AnalyticsTeam/Lists/CT Destinations
VA MED CTR W HAVEN CTR,Va Med Center W Haven Center,Va Med Center W Haven Center,ANC East Hartford (F01),VA MED CTR,Va Med Center,"950 Campbell Ave, West Haven, CT 06516",42.1248082,-72.9576103,Item,sites/AnalyticsTeam/Lists/CT Destinations
VA MED CTR W HAVEN CTR-1,Va Med Center W Haven Center,Va Med Center W Haven Center,ANC East Hartford (F01),VA MED CTR,Va Med Center,"950 Campbell Ave, West Haven, CT 06516",42.1248082,-72.9576103,Item,sites/AnalyticsTeam/Lists/CT Destinations
VA MEDICAL CENTER  (CC) - WRIGHT/TORNIER,Va Med Center W Haven Center,Va Med Center W Haven Center,Hartford Hub,VA MED CTR,Va Med Center,"950 Campbell Ave, West Haven, CT 06516",42.1248082,-72.9576103,Item,sites/AnalyticsTeam/Lists/CT Destinations
VAMC - SYRACUSE - WRIGHT/TORNIER,Vamc - Syracuse,Vamc - Syracuse,Hartford Hub,VA MED CTR,Va Med Center,"800 Irving Ave, Syracuse, NY 13210",42.1248082,-76.1392584,Item,sites/AnalyticsTeam/Lists/CT Destinations
VASSAR BROTHERS HOSP - WRIGHT/TORNIER,Vassar Brothers Hospital,Vassar Brothers Hospital,Hartford Hub,VASSAR BROTHERS HOSP,Vassar Brothers Hospital,"45 Reade Pl, Poughkeepsie, NY 12601",42.1248082,-73.9361727,Item,sites/AnalyticsTeam/Lists/CT Destinations
W ASC LLC DBA CAMILLUS SURG CTR - WRIGHT/TORNIER - HHAR,W Asc Llc Dba Camillus Surg Center,,Hartford Hub,NEW HOSPITAL,New Hospital,"5700 W Genesee St, Camillus, NY 13031",42.1248082,-76.294247,Item,sites/AnalyticsTeam/Lists/CT Destinations
WATERBURY HOSP,Waterbury Hospital,Waterbury Hospital,ANC East Hartford (F01),WATERBURY HOSP,Waterbury Hosp,"64 Robbins St, Waterbury, CT 06708",42.1248082,-73.0598526,Item,sites/AnalyticsTeam/Lists/CT Destinations
WATERBURY HOSP - WRIGHT/TORNIER,Waterbury Hospital,Waterbury Hospital,Hartford Hub,WATERBURY HOSP,Waterbury Hosp,"64 Robbins St, Waterbury, CT 06708",42.1248082,-73.0598526,Item,sites/AnalyticsTeam/Lists/CT Destinations
WATERBURY SURG CTR,Waterbury Surg Center,Waterbury Surg Center,ANC East Hartford (F01),WATERBURY SURG CTR,Waterbury Surg Center,"1312 W Main St, Waterbury, CT 06708",42.1248082,-73.0657536,Item,sites/AnalyticsTeam/Lists/CT Destinations
WATERBURY SURG CTR - Wright/Tornier,Waterbury Surg Center,Waterbury Surg Center,Hartford Hub,WATERBURY SURG CTR,Waterbury Surg Center,"1312 W Main St, Waterbury, CT 06708",42.1248082,-73.0657536,Item,sites/AnalyticsTeam/Lists/CT Destinations
WEST HARTFORD SURG CTR,West Hartford Surg Center,,ANC East Hartford (F01),WEST HARTFORD SURG CTR,West Hartford Surg Center,"65 Memorial Rd, West Hartford, CT 06107",42.1248082,-72.7397329,Item,sites/AnalyticsTeam/Lists/CT Destinations
WESTCHESTER COUNTY MED CTR - WRIGHT/TORNIER,Westchester County Med Center,,Hartford Hub,WESTCHESTER COUNTY MED CTR,Westchester County Med Center,"100 Woods Rd, Valhalla, NY 10595",42.1248082,-73.8060649,Item,sites/AnalyticsTeam/Lists/CT Destinations
WESTERN CT ORTHO SURGICAL CTR,Western Ct Ortho Surgical Center,Western Ct Ortho Surgical Center,ANC East Hartford (F01),WESTERN CT ORTHO SURGICAL CTR,Western Ct Ortho Surgical Center,"226 White St, Danbury, CT 06810",42.1248082,-73.4392778,Item,sites/AnalyticsTeam/Lists/CT Destinations
WESTERN CT ORTHO SURGICAL CTR - WRIGHT/TORNIER,Western Ct Ortho Surgical Center,Western Ct Ortho Surgical Center,Hartford Hub,WESTERN CT ORTHO SURGICAL CTR,Western Ct Ortho Surgical Center,"226 White St, Danbury, CT 06810",42.1248082,-73.4392778,Item,sites/AnalyticsTeam/Lists/CT Destinations
WHITE PLAINS HOSP CTR - WRIGHT/TORNIER,White Plains Hospital Center,White Plains Hospital Center,Hartford Hub,WHITE PLAINS HOSP CTR,White Plains Hosp Center,"41 E Post Rd, White Plains, NY 10601",42.1248082,-73.7696654,Item,sites/AnalyticsTeam/Lists/CT Destinations
WILLIAM BACKUS HOSP - WRIGHT/TORNIER,William Backus Hospital,William Backus Hospital,Hartford Hub,WILLIAM BACKUS HOSP,William Backus Hosp,"326 Washington St, Norwich, CT 06360",42.1248082,-72.0888772,Item,sites/AnalyticsTeam/Lists/CT Destinations
WILSON PLACE AMB SURG CTR,Wilson Place Amb Surg Center,Wilson Place Amb Surg Center,Hartford Hub,NEW HOSPITAL,New Hospital,"52 Harrison St, Johnson City, NY 13790",42.1248082,-75.9595232,Item,sites/AnalyticsTeam/Lists/CT Destinations
WINDHAM HOSP - WRIGHT/TORNIER,Windham Hospital,Windham Hospital,Hartford Hub,WINDHAM HOSP,Windham Hosp,"112 Mansfield Ave, Willimantic, CT 06226",42.1248082,-72.2262006,Item,sites/AnalyticsTeam/Lists/CT Destinations
WM SILAS DEANE HWY,Wm Silas Deane Hwy,Wm Silas Deane Hwy,ANC East Hartford (F01),WM SILAS DEANE HWY,HarTForD HeaLThCare,"1025 Silas Deane Hwy, Wethersfield, CT 06109",42.1248082,-72.6578808,Item,sites/AnalyticsTeam/Lists/CT Destinations
WOMANS CHRISTIAN HOSP - WRIGHT/TORNIER - HHAR,Womans Christian Hospital,Womans Christian Hospital,Hartford Hub,NEW HOSPITAL,New Hospital,"207 Foote Ave, Jamestown, NY 14701",42.1248082,-79.2318984,Item,sites/AnalyticsTeam/Lists/CT Destinations
YALE NEW HAVEN HOSP,Yale New Haven Hospital,Yale New Haven Hospital,ANC East Hartford (F01),YALE NEW HAVEN HOSP,Yale New Haven Hosp,"726 Howard Ave, New Haven, CT 06519",42.1248082,-72.9352187,Item,sites/AnalyticsTeam/Lists/CT Destinations
YALE NEW HAVEN HOSP - WRIGHT/TORNIER,Yale New Haven Hospital 2,Yale New Haven Hospital 2,Hartford Hub,YALE NEW HAVEN HOSP - 3071,Yale New Haven Hosp - 3071,"20 York St, New Haven, CT 06510",42.1248082,-72.9358138,Item,sites/AnalyticsTeam/Lists/CT Destinations
YALE NEW HAVEN HOSP ST RAPHAEL,Yale New Haven Hospital St Raphael,Yale New Haven Hospital St Raphael,ANC East Hartford (F01),YALE NEW HAVEN HOSP,Yale New Haven Hosp,"1450 Chapel St, New Haven, CT 06511",42.1248082,-72.9433199,Item,sites/AnalyticsTeam/Lists/CT Destinations
YALE NEW HAVEN HOSP ST RAPHAEL (ST. RAY'S) - WRIGHT/TORNIER,Yale New Haven Hospital St Raphael,Yale New Haven Hospital St Raphael,Hartford Hub,YALE NEW HAVEN HOSP ST RAPHAEL,Yale New Haven Hosp St Raphael,"1450 Chapel St, New Haven, CT 06511",42.1248082,-72.9433199,Item,sites/AnalyticsTeam/Lists/CT Destinations
YALE NEW HAVEN HOSP ST RAPHAEL-1,Yale New Haven Hospital St Raphael 2,Yale New Haven Hospital St Raphael 2,ANC East Hartford (F01),YALE NEW HAVEN HOSP,Yale New Haven Hospital,"6 Devine St, North Haven, CT 06473",42.1248082,-72.8806244,Item,sites/AnalyticsTeam/Lists/CT Destinations
YALE NEW HAVEN HOSP ST RAPHAEL-2,Yale New Haven Hospital St Raphael,Yale New Haven Hospital St Raphael,ANC East Hartford (F01),YALE NEW HAVEN HOSP,Yale New Haven Hosp,"726 Howard Ave, New Haven, CT 06519",42.1248082,-72.9352187,Item,sites/AnalyticsTeam/Lists/CT Destinations
YALE NEW HAVEN HOSP-1,Yale New Haven Hospital,Yale New Haven Hospital,ANC East Hartford (F01),YALE NEW HAVEN HOSP,Yale New Haven Hospital,"6 Devine St, North Haven, CT 06473",42.1248082,-72.8806244,Item,sites/AnalyticsTeam/Lists/CT Destinations
zDNU ORTHOPEDIC ASSOCS SURG CTR-1,Zdnu Orthopedic Assocs Surg Center-1,,ANC East Hartford (F01),ORTHO ASSOCS SURG CTR,Ortho Assocs Surg Center,"150 Enterprise Dr, Rocky Hill, CT 06067",42.1248082,-72.6662085,Item,sites/AnalyticsTeam/Lists/CT Destinations
Wright Hub,Wright Hub,,Hartford Hub,Stryker,Stryker,,,,Item,sites/AnalyticsTeam/Lists/CT Destinations
Ehart Hub,Ehart Hub,,ANC East Hartford (F01),Stryker,Stryker,,,,Item,sites/AnalyticsTeam/Lists/CT Destinations
